 'Height','diameter','Weight','Hue','class'
 0.12001227069482, 0.1158209201071, 0.75, 2.3665721775781, "C" 
 0.089693973592511, 0.06198108998296, 0.38361497179421, 4.0533258630768, "C" 
 0.17907702930991, 0.15, 0.64506317656166, 2.8591689134771, "P" 
 0.12954648314476, 0.131861044643, 0.36954335557186, 2.9177595690373, "P" 
 0.19466087501022, 0.15, 0.61538248015557, 2.9561130070774, "P" 
 0.16340124463654, 0.14379068708953, 0.48365522205498, 3.1014109431797, "P" 
 0.10535318168686, 0.12837236987807, 0.75, 3.4384517673824, "C" 
 0.093296748738269, 0.039956280156703, 0.23828815404119, 2.5109696789376, "C" 
 0.15129258309659, 0.10062787971303, 0.38303471067222, 3.1661184772817, "P" 
 0.11919549496429, 0.085091876662302, 0.70239884202334, 2.9074682491548, "C" 
 0.090999458732459, 0.094177740559965, 0.53174653467802, 0.87404303798773, "C" 
 0.097981098790882, 0.087596477988012, 0.49204504851025, 2.2039768489419, "C" 
 0.10218716578535, 0.07966612719785, 0.57466012337118, 4.2396845403335, "C" 
 0.13292117858255, 0.12112772092469, 0.39980986091612, 3.3767187220826, "P" 
 0.12899521780698, 0.10499569860475, 0.25642981914901, 2.8587411246251, "P" 
 0.13588735558731, 0.091701585317159, 0.33746891179469, 3.369515328686, "P" 
 0.10801784050922, 0.12684292883576, 0.24413988409528, 3.1337458076828, "P" 
 0.14031389121844, 0.13149470493601, 0.39294675928757, 2.1263485078811, "P" 
 0.13786420327606, 0.054809266594206, 0.19892671878224, 4.0131390233802, "P" 
 0.086373978373777, 0.03, 0.11919499699437, 4.190669488204, "P" 
 0.16833106316401, 0.15, 0.53482409379436, 5.1268259676957, "P" 
 0.13499515462452, 0.13096283058287, 0.3707348603947, 3.5026195312603, "P" 
 0.19635256219694, 0.15, 0.59496548338726, 3.1484400263874, "P" 
 0.18675839570366, 0.15, 0.60869504932821, 3.2978034171522, "P" 
 0.15799751295221, 0.15, 0.4935777059827, 4.5742250832736, "P" 
 0.16033879353829, 0.15, 0.50008707229488, 1.8847205013657, "P" 
 0.13637285015034, 0.10069888886748, 0.28395725229764, 4.2355856982484, "P" 
 0.15252654467777, 0.13062456939749, 0.4479681641844, 1.5393977761263, "P" 
 0.14551391447064, 0.1177224567855, 0.43532078724964, 4.1881289583028, "P" 
 0.1718759672599, 0.15, 0.55608986711122, 3.830577904698, "P" 
 0.10509321664011, 0.090266578940531, 0.18829867889817, 3.4818951297628, "P" 
 0.14133343228316, 0.13693864634062, 0.51315221769061, 3.368829789043, "P" 
 0.15457258405086, 0.15, 0.59346882385712, 3.0068476767674, "P" 
 0.15108760338215, 0.15, 0.54259915482501, 3.7826898611092, "P" 
 0.17472946378896, 0.15, 0.55066427391698, 2.7753396365925, "P" 
 0.15541951086881, 0.14016639224233, 0.44581822765113, 2.0641051222407, "P" 
 0.16590797720015, 0.15, 0.52452213489581, 5.478681845518, "P" 
 0.18161503340507, 0.15, 0.55275102984289, 1.8570200826993, "P" 
 0.15725979273113, 0.14971610831672, 0.54369960775049, 3.9432246826883, "P" 
 0.16191252766821, 0.15, 0.51250770134215, 4.7795695104584, "P" 
 0.19507030481136, 0.15, 0.60951036566472, 2.6996518465231, "P" 
 0.1721261183648, 0.15, 0.52176917247779, 2.766020167521, "P" 
 0.11386317464533, 0.14847819267259, 0.38417090635405, 3.5023069764584, "P" 
 0.14755873238988, 0.14147217321605, 0.40111900265645, 2.9630039749106, "P" 

